name,code,country,latitude,longitude,elevation,style,runway_direction,runway_length,runway_width,frequency,description
TRZCIANO,,PL,53.808883333333334,19.074716666666667,74.0,2,311,400.0m,25.0m,,
TRZEBICZ NOWY,EPTN,PL,52.79971666666667,15.7975,31.0,2,264,600.0m,60.0m,122.700,
TRZEBIELINO,,PL,54.21083333333333,17.069166666666668,88.0,2,326,890.0m,28.0m,,
TUROSN KOSCIELNA,,PL,53.00221666666667,23.057216666666665,125.0,2,209,316.0m,35.0m,,
TURBIA K/STALOWEJ WOLI,EPST,PL,50.62638333333334,21.998883333333332,150.0,2,301,870.0m,100.0m,118.480,
TUSZOW NARODOWY,,PL,50.37305,21.485416666666666,158.0,2,207,670.0m,35.0m,,
ULIM,EPGU,PL,52.69278333333333,15.21805,15.0,2,296,900.0m,30.0m,122.200,
TWORZYJANW,,PL,50.922783333333335,16.678333333333335,176.0,2,270,430.0m,24.0m,,
WALOWICE,,PL,52.003616666666666,14.796666666666667,42.0,2,120,800.0m,25.0m,,
WARKA,,PL,51.74445,21.2025,110.0,2,269,380.0m,40.0m,,
WARSZAWA - BABICE,EPBC,PL,52.26916666666666,20.907216666666667,106.0,5,278,1301.0m,90.0m,119.180,
WARSZAWA/MODLIN,EPMO,PL,52.45121666666667,20.6519,100.0,5,258,2500.0m,45.0m,123.930,
WARSZAWA OKĘCIE,EPWA,PL,52.16583333333333,20.967216666666666,99.0,5,151,3690.0m,60.0m,118.305,
WATOROWO,EPWT,PL,53.298566666666666,18.41425,91.0,2,255,804.0m,59.0m,118.730,
WERLAS,,PL,49.35111666666667,22.481666666666666,479.0,2,236,500.0m,27.0m,,
WICKO MORSKIE,EPWI,PL,54.55361666666667,16.61805,2.0,0,096,1180.0m,45.0m,,
WILCZE LASKI,EPVL,PL,53.594566666666665,16.723783333333333,160.0,5,281,1270.0m,30.0m,123.365,
WEREMIEN,,PL,49.44583333333333,22.319166666666668,405.0,2,230,350.0m,30.0m,,
WILGA,,PL,51.88138333333333,21.36945,93.0,2,275,660.0m,15.0m,,
WINCENTOW 1,,PL,51.93971666666667,21.148883333333334,107.0,2,194,474.0m,30.0m,,
WIELICZKA,,PL,49.98445,20.039716666666667,250.0,0,,,,,
WISNIEW,EPWJ,PL,52.08055,22.263883333333332,152.0,2,281,530.0m,40.0m,,
WROCLAW/STRACHOWICE,EPWR,PL,51.102783333333335,16.885833333333334,123.0,5,296,2503.0m,45.0m,120.255,
WISZNICE,,PL,51.77888333333333,23.166383333333332,154.0,2,307,510.0m,25.0m,,
WOLOWNO2,,PL,53.808883333333334,20.182783333333333,108.0,2,342,450.0m,20.0m,,
WRZESNIA,,PL,52.30583333333333,17.558333333333334,105.0,2,263,500.0m,37.0m,,
ZABIA WOLA,,PL,52.03778333333333,20.678616666666667,143.0,2,287,440.0m,30.0m,,
ZAMOSC,EPZA,PL,50.700833333333335,23.204716666666666,229.0,2,301,930.0m,50.0m,122.540,
ZAWISZYN,EPZW,PL,54.27805,22.537783333333334,221.0,2,309,842.0m,40.0m,120.060,
ZBOROWO,EPZB,PL,52.36111666666667,16.638616666666667,84.0,2,281,900.0m,50.0m,123.350,
ZDZIAR-LOPATKI,EPZL,PL,52.63555,20.070283333333332,135.0,2,237,605.0m,40.0m,123.000,
ZAR K/ZYWCA,EPZR,PL,49.77105,19.218033333333334,373.0,2,223,430.0m,75.0m,122.805,
ZATOR,EPZT,PL,49.96,19.402783333333332,254.0,2,248,474.0m,26.0m,123.450,
ZERNICA,,PL,49.3625,22.33055,491.0,2,207,720.0m,40.0m,,
ZERNIKI,EPZE,PL,52.3225,17.04083333333333,80.0,5,234,432.0m,18.0m,122.205,
ZIELONA GORA/BABIMOST,EPZG,PL,52.138616666666664,15.798616666666666,59.0,5,245,2500.0m,60.0m,118.755,
ZLOBEK MALY,,PL,51.45445,23.5425,157.0,2,206,658.0m,38.0m,,
ZLOCZEW-KONOPNICA,EPZK,PL,51.36083333333333,18.822216666666666,162.0,2,334,550.0m,30.0m,123.450,
ŚWIDNICA - KRZCZONÓW,EPSS,PL,50.81721666666667,16.582216666666667,255.0,2,290,450.0m,20.0m,120.140,
ZYZDROJOWA WOLA,,PL,53.6575,21.2775,137.0,2,283,600.0m,25.0m,,
SIERAKÓW-LUTOMEK,EPSP,PL,52.60835,16.154783333333334,63.0,2,092,600.0m,15.0m,,
KARLINO,EPVK,PL,54.06496666666666,15.812066666666666,27.0,2,,,,123.305,
DEJGUNY,,PL,54.020783333333334,21.59395,121.0,3,215,320.0m,30.0m,,Source: lotnik.org
BRZEZINY,,PL,51.80855,19.738383333333335,195.0,3,352,650.0m,0.0m,,Source: lotnik.org
BYCHLEW,,PL,51.63783333333333,19.346,184.0,2,267,850.0m,30.0m,,Source: lotnik.org
BRUŻYCZKA MAŁA,,PL,51.84803333333333,19.329166666666666,180.0,3,353,800.0m,0.0m,,Source: lotnik.org
BORONÓW,,PL,50.68058333333333,18.915466666666667,286.0,3,339,280.0m,15.0m,,Source: lotnik.org
BOBROWNIKI,,PL,52.06583333333333,20.03155,85.0,3,249,870.0m,50.0m,,Source: lotnik.org
BUKOWINA BOBRZAŃSKA,,PL,51.60633333333333,15.423383333333334,140.0,2,358,370.0m,30.0m,,Source: lotnik.org
BIBIANÓW,,PL,51.9455,19.257166666666667,140.0,3,266,385.0m,0.0m,,Source: lotnik.org
CHOCIANÓW,,PL,51.4278,15.918033333333334,148.0,3,304,600.0m,18.0m,,Source: lotnik.org
JASIENNA,,PL,49.71646666666667,20.812,524.0,3,324,300.0m,0.0m,,Source: lotnik.org
CHEŁMŻYCA,,PL,53.67045,19.46075,98.0,3,325,457.0m,30.0m,,Source: lotnik.org
DMOSIN,,PL,51.93808333333333,19.77855,146.0,3,327,375.0m,15.0m,,Source: lotnik.org
DYLEW,,PL,51.716,20.771616666666667,138.0,3,241,256.0m,30.0m,,Source: lotnik.org
DOBIESŁAWICE,,PL,50.22441666666667,20.574033333333333,180.0,3,352,287.0m,18.0m,,Source: lotnik.org
DZWONO-SIERBOWICE,,PL,50.51075,19.648216666666666,373.0,3,359,330.0m,20.0m,,Source: lotnik.org
NIEMIRY,,PL,52.64308333333334,21.571766666666665,93.0,3,214,400.0m,35.0m,,Source: lotnik.org
NOWY BOSTÓW,,PL,50.92541666666666,21.085683333333332,305.0,2,277,220.0m,30.0m,,Source: lotnik.org
PIĘKNE KĄTY,,PL,51.7572,15.84205,61.0,3,241,500.0m,30.0m,,Source: lotnik.org
LASOCIN,,PL,51.73441666666667,15.6807,92.0,3,285,380.0m,22.0m,,Source: lotnik.org
MRĄGOWO-NIKUTOWO,,PL,53.83855,21.29693333333333,156.0,2,005,700.0m,50.0m,,Source: lotnik.org
KRUTECZEK,,PL,52.83428333333333,16.4572,65.0,3,311,300.0m,0.0m,,Source: lotnik.org
WĄSEWO,,PL,52.85135,21.728766666666665,118.0,3,271,650.0m,22.0m,,Source: lotnik.org
JAWORZE,,PL,53.31158333333333,15.711866666666667,105.0,3,180,300.0m,0.0m,,Source: lotnik.org
KUTNO,,PL,52.20858333333334,19.390666666666668,97.0,3,214,300.0m,60.0m,,Source: lotnik.org
KOŚCIELECZKI,,PL,54.0647,19.004783333333332,5.0,2,245,982.0m,0.0m,,Source: lotnik.org
KACZOWICE,,PL,50.69095,17.109883333333332,287.0,3,297,311.0m,20.0m,,Source: lotnik.org
KARCZEW,,PL,52.080416666666665,21.22745,88.0,3,258,450.0m,20.0m,,Source: lotnik.org
KAMIENICA SZLACHECKA,,PL,54.26555,17.958333333333332,218.0,3,270,350.0m,0.0m,,Source: lotnik.org
KROŚNIEWICE,,PL,52.25555,19.151283333333332,121.0,2,266,535.0m,0.0m,,Source: lotnik.org
KSIĘGINKI,,PL,51.95645,17.07575,102.0,3,315,296.0m,20.0m,,Source: lotnik.org
JEZIORKO ŁOMŻA,,PL,53.21545,22.14715,145.0,3,317,700.0m,65.0m,,Source: lotnik.org
WLEWSK,,PL,53.275333333333336,19.760533333333335,162.0,3,302,1100.0m,0.0m,,Source: lotnik.org
GOSTKOWO,,PL,53.111716666666666,18.68055,85.0,2,280,450.0m,29.0m,,Source: lotnik.org
ŁOWICZ,,PL,52.08405,19.859033333333333,91.0,3,197,690.0m,0.0m,,Source: lotnik.org
ŻAGAŃ,,PL,51.6278,15.408033333333334,152.0,2,288,2500.0m,0.0m,,Source: lotnik.org
ŁOSICE,,PL,52.23835,22.71125,155.0,3,352,475.0m,30.0m,,Source: lotnik.org
ŁOMŻA II,,PL,53.19388333333333,22.048366666666666,96.0,3,259,1670.0m,0.0m,,Source: lotnik.org
LĘDZIECHOWO,,PL,54.66858333333333,17.743133333333333,88.0,2,352,2300.0m,0.0m,,Source: lotnik.org
ŁOMNICA,,PL,51.8198,21.8613,168.0,3,358,369.0m,16.0m,,Source: lotnik.org
ŁĄKTA GÓRNA,,PL,49.83325,20.410916666666665,314.0,3,000,225.0m,17.0m,,Source: lotnik.org
ŁAGOWIEC,,PL,52.33461666666667,15.666,73.0,3,315,810.0m,0.0m,,Source: lotnik.org
KONOPISKA,,PL,50.7397,19.008333333333333,271.0,3,227,800.0m,0.0m,,Source: lotnik.org
KAZIMIERZA MAŁA,,PL,50.2608,20.5407,187.0,3,314,620.0m,27.0m,,Source: lotnik.org
DĄBROWA GÓRNICZA-ŁOSIEŃ,,PL,50.35,19.309366666666666,357.0,3,190,350.0m,0.0m,,Source: lotnik.org
CZĘSTOCHOWA-KAWODRZA,,PL,50.7825,19.049366666666668,267.0,3,195,222.0m,14.0m,,Source: lotnik.org
KAWĘCZYN,,PL,51.8823,20.220783333333333,158.0,3,209,735.0m,0.0m,,Source: lotnik.org
CHROMNA,,PL,52.10913333333333,22.377383333333334,164.0,3,358,245.0m,15.0m,,Source: lotnik.org
KOLONIA,,PL,53.576,21.272966666666665,140.0,3,354,340.0m,35.0m,,Source: lotnik.org
DĄBCZE,,PL,51.81875,16.66,98.0,2,277,610.0m,24.0m,,Source: lotnik.org
CHWAŁOWICE,,PL,50.76591666666667,21.896116666666668,194.0,3,276,623.0m,0.0m,,Source: lotnik.org
IZDEBNO KOŚCIELNE,,PL,52.12233333333333,20.527166666666666,91.0,3,287,125.0m,0.0m,,Source: lotnik.org
KONARY,,PL,52.287416666666665,20.277416666666667,69.0,3,263,350.0m,25.0m,,Source: lotnik.org
KOLONIA SŁOJA,,PL,53.332883333333335,23.617583333333332,204.0,3,273,512.0m,25.0m,,Source: lotnik.org
CZECHY,,PL,50.212383333333335,20.15425,236.0,3,282,420.0m,15.0m,,Source: lotnik.org
CHOJNICE,,PL,53.68033333333333,17.533133333333332,163.0,2,030,500.0m,30.0m,,Source: lotnik.org
KOŁO,,PL,52.175133333333335,18.6953,95.0,3,209,520.0m,0.0m,,Source: lotnik.org
FLYTEAM GÓRA,,PL,51.68958333333333,16.498283333333333,105.0,3,232,128.0m,30.0m,,Source: lotnik.org
WOLA KRAKOWIAŃSKA II,,PL,52.02695,20.811216666666667,131.0,3,183,650.0m,0.0m,,Source: lotnik.org
WOLA KRAKOWIAŃSKA I,,PL,52.027116666666664,20.807283333333334,131.0,3,335,730.0m,0.0m,,Source: lotnik.org
WYSZONOWICE,,PL,50.78346666666667,17.161133333333332,151.0,3,297,224.0m,0.0m,,Source: lotnik.org
WITNICA,,PL,52.67321666666667,14.869133333333334,19.0,3,193,430.0m,0.0m,,Source: lotnik.org
ŻYRÓW,,PL,51.88008333333333,20.965666666666667,119.0,3,284,430.0m,0.0m,,Source: lotnik.org
ZAJĄCZKOWO,,PL,53.21555,18.773333333333333,88.0,3,316,270.0m,0.0m,,Source: lotnik.org
WOLA KORYTNICKA,,PL,52.41258333333333,21.821616666666667,137.0,2,188,760.0m,0.0m,,Source: lotnik.org
WOLICA ŁUGOWA,,PL,50.0977,21.7255,213.0,3,246,400.0m,0.0m,,Source: lotnik.org
ŻODYŃ,,PL,52.116033333333334,15.976916666666666,55.0,3,276,300.0m,0.0m,,Source: lotnik.org
ZBUCZYN,,PL,52.09258333333333,22.414633333333335,159.0,3,183,410.0m,0.0m,,Source: lotnik.org
ŻYTNIÓW,,PL,51.02546666666667,18.553966666666668,211.0,3,198,420.0m,0.0m,,Source: lotnik.org
ZOFIANÓW,,PL,51.7867,20.388833333333334,165.0,3,191,400.0m,0.0m,,Source: lotnik.org
KRĘŻCE,,PL,51.93861666666667,20.09055,132.0,2,220,850.0m,64.0m,,Source: lotnik.org
WYSOKA,,PL,52.76278333333333,15.004383333333333,76.0,3,235,320.0m,0.0m,,Source: lotnik.org
RYKI II,,PL,51.64438333333333,21.947283333333335,170.0,3,218,100.0m,0.0m,,Source: lotnik.org
WIELKI LUBIEŃ,,PL,53.5277,18.733633333333334,13.0,3,214,120.0m,0.0m,,Source: lotnik.org
WILKÓW ŚREDZKI,,PL,51.064283333333336,16.699633333333335,149.0,2,266,288.0m,0.0m,,Source: lotnik.org
TCZEW,,PL,54.106,18.75945,1.0,3,202,250.0m,0.0m,,Source: lotnik.org
PSTROKONIE,,PL,51.517633333333336,18.875083333333333,135.0,3,228,250.0m,0.0m,,Source: lotnik.org
ŚWIEBODZIN,,PL,52.25233333333333,15.566916666666666,77.0,3,248,500.0m,0.0m,,Source: lotnik.org
SKIERNIEWICE-PSARY,,PL,51.88605,20.325033333333334,148.0,2,300,530.0m,0.0m,,Source: lotnik.org
WAŁYCZYK,,PL,53.24358333333333,18.98625,87.0,3,200,300.0m,0.0m,,Source: lotnik.org
SZADEK,,PL,51.70095,18.999616666666668,167.0,3,204,465.0m,0.0m,,Source: lotnik.org
TUCZNO,,PL,53.20771666666667,16.136133333333333,97.0,3,317,900.0m,0.0m,,Source: lotnik.org
TRÓJCA,,PL,51.152966666666664,15.098366666666667,215.0,3,358,500.0m,0.0m,,Source: lotnik.org
OŻARÓW,,PL,50.9022,21.657,180.0,3,196,670.0m,35.0m,,Source: lotnik.org
RAWICZ,,PL,51.61525,16.904,93.0,3,280,440.0m,0.0m,,Source: lotnik.org
ŚWIĘTA KATARZYNA,,PL,51.01611666666667,17.105,126.0,3,326,530.0m,0.0m,,Source: lotnik.org
ŚNIATOWO,,PL,53.8783,14.865166666666667,9.0,2,284,2290.0m,0.0m,,Source: lotnik.org
UŁĘŻ,,PL,51.61911666666666,22.101416666666665,171.0,2,311,1400.0m,0.0m,,Source: lotnik.org
WĄGROWIEC-ŁĘGOWO,,PL,52.77558333333333,17.167116666666665,82.0,3,300,570.0m,0.0m,,Source: lotnik.org
TRUTNOWO,,PL,53.464533333333335,18.09425,105.0,3,280,250.0m,0.0m,,Source: lotnik.org
PISARZOWICE,,PL,51.149,15.233533333333334,270.0,3,188,315.0m,70.0m,,Source: lotnik.org
TRUSKOLASY,,PL,50.8728,18.848783333333333,299.0,3,233,410.0m,0.0m,,Source: lotnik.org
PRZEDECZ,,PL,52.324083333333334,18.90675,111.0,3,200,560.0m,0.0m,,Source: lotnik.org
SZKLARKA PRZYGODZICKA,,PL,51.488166666666665,17.79505,134.0,3,302,406.0m,0.0m,,Source: lotnik.org
OLEWIN,,PL,51.2145,18.63155,186.0,3,199,550.0m,0.0m,,Source: lotnik.org
STRÓŻE,,PL,49.679883333333336,20.972533333333335,396.0,3,269,270.0m,0.0m,,Source: lotnik.org
OLSZANKA,,PL,52.14946666666667,22.668633333333332,162.0,3,209,445.0m,20.0m,,Source: lotnik.org
POLANKI OSIECKIE,,PL,51.98846666666667,21.411,133.0,3,337,720.0m,0.0m,,Source: lotnik.org
OSIECZANY,,PL,49.848866666666666,19.98755,269.0,3,207,220.0m,25.0m,,Source: lotnik.org
NADMA,,PL,52.36375,21.171916666666668,82.0,3,000,403.0m,17.0m,,Source: lotnik.org
ROBAKOWO,,PL,53.35446666666667,18.66725,84.0,3,223,400.0m,0.0m,,Source: lotnik.org
PODTRZCIANNA,,PL,51.92203333333333,20.192833333333333,130.0,3,261,470.0m,0.0m,,Source: lotnik.org
PODBORZE,,PL,50.243716666666664,21.3143,177.0,3,195,300.0m,40.0m,,Source: lotnik.org
NOWY TOMYŚL,,PL,52.307633333333335,16.1456,56.0,3,187,300.0m,60.0m,,Source: lotnik.org
MIEDZNA-ŻELEŹNIKI,,PL,52.450966666666666,22.093083333333333,155.0,2,312,500.0m,0.0m,,Source: lotnik.org
SĄSPÓW,,PL,50.2227,19.7848,454.0,3,235,520.0m,0.0m,,Source: lotnik.org
PRABUTY,,PL,53.724866666666664,19.206383333333335,104.0,3,298,575.0m,0.0m,,Source: lotnik.org
PIJANÓW,,PL,51.02883333333333,20.154666666666667,236.0,2,358,630.0m,0.0m,,Source: lotnik.org
NADOLNA,,PL,51.913333333333334,19.85625,186.0,3,181,425.0m,35.0m,,Source: lotnik.org
OSIECZNA,,PL,51.91588333333333,16.708583333333333,96.0,3,238,410.0m,25.0m,,Source: lotnik.org
STARY KRASZEW,,PL,52.4123,21.249366666666667,85.0,3,193,350.0m,0.0m,,Source: lotnik.org
NIEBORÓW,,PL,52.070116666666664,20.06055,87.0,2,349,316.0m,12.0m,,Source: lotnik.org
WIĘCKOWY,,PL,54.062216666666664,18.3675,158.0,3,260,785.0m,20.0m,,Source: lotnik.org
WALENDÓW,,PL,52.080666666666666,20.853083333333334,105.0,2,275,720.0m,0.0m,,Source: lotnik.org
OBORA,,PL,52.57528333333333,17.532783333333334,113.0,3,290,450.0m,22.0m,,Source: lotnik.org
NOWE DWORY,,PL,49.97311666666667,19.61815,215.0,3,270,250.0m,60.0m,,Heliport and powered hang glider only.\nSource: lotnik.org
IRZĄDZE,,PL,50.6225,19.711383333333334,288.0,3,307,288.0m,27.0m,,Source: lotnik.org
ŁAGÓW,,PL,50.76721666666667,21.059116666666668,330.0,2,180,214.0m,30.0m,,Source: lotnik.org
STARTOWISKO PARALOTNIOWE DZIKOWIEC,START,PL,50.7206,16.210966666666668,797.0,20,,,,,Take-Off Site; Suitable for: Paraglider
BLATNIA,BL,PL,49.75833333333333,18.98195,662.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
BRENNA,BR,PL,49.755833333333335,18.936383333333332,662.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
BARANIA GORA,BAGO,PL,49.618883333333336,19.018333333333334,1002.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
CIESLAR,CI,PL,49.62721666666667,18.822216666666666,848.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
BIALSKIE,BI,PL,49.78778333333333,19.184716666666667,370.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
BORACZA,BO,PL,49.52305,19.173883333333333,988.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
CZUPEL WISLANSKI,CZWI,PL,49.65555,18.926666666666666,731.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
CZANTORIA,CZ,PL,49.68055,18.800833333333333,905.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
CZERNICHOW,CZ,PL,49.776666666666664,19.193883333333332,402.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
CZERWONY BOR,CZBO,PL,53.06471666666667,22.15,143.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
DEBOWIEC,DE,PL,49.77445,19.052783333333334,477.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
DURAJKA,DU,PL,49.61,19.233333333333334,699.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
FABISIE,FA,PL,49.58416666666667,19.221116666666667,831.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
CZUPEL,CZ,PL,49.77166666666667,19.159166666666668,787.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
GRMINA BYTNICA FOREST,GRBYFO,PL,52.13555,15.23555,91.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
GROTOW FOREST NORTH,GRFONO,PL,52.757783333333336,15.944716666666666,48.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
GROTOW FOREST SOUTH,GRFOSO,PL,52.736383333333336,15.959166666666667,66.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
HALA RADZIECHOWSKA,HARA,PL,49.64055,19.051666666666666,978.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
JEZIORO JELITO LAKE,JEJELA,PL,52.1225,15.295283333333334,72.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
KETY,KE,PL,49.8225,19.155833333333334,620.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
KLIMCZOK,KL,PL,49.74471666666667,19.02028333333333,831.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
KROWIARKI,KR,PL,49.62166666666667,19.591116666666668,1280.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
LUBAN,LU,PL,49.489716666666666,20.3425,1177.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
LYSINA NORTH,LYNO,PL,49.76055,19.350833333333334,620.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
MAGURA,MA,PL,49.78971666666666,19.266116666666665,591.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
MARGURA,MA,PL,49.78971666666666,19.104166666666668,463.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
LEDOW MILITARY TRAINING GROUND,LEMITRGR,PL,52.386116666666666,15.171116666666666,121.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
NOWY SWIAT,NOSW,PL,49.80833333333333,19.170833333333334,511.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
LIPOWSKA,LI,PL,49.534166666666664,19.234166666666667,1224.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
NIEPORET,NI,PL,52.43638333333333,21.045283333333334,79.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
OBIDOWA,OB,PL,49.53695,20.032216666666667,996.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
OLSZOWKA,OL,PL,49.78,19.006383333333332,591.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
ROMANKA,RO,PL,49.56195,19.247216666666667,1246.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
POLICA,PO,PL,49.62166666666667,19.629166666666666,1186.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
SZCZYRK,SZ,PL,49.71971666666666,19.01,558.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
SZYNDYIELNIA,SZ,PL,49.77445,19.009166666666665,541.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
TOPORZYSKO,TO,PL,49.525,19.84305,875.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
TURBACZ,TU,PL,49.535,20.1,1103.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
SUCHY WIERCH,SUWI,PL,49.77445,19.181383333333333,585.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
SWIETOSZOW MILITARY TRAINING GROUND,SWMITRGR,PL,51.462783333333334,15.520833333333334,143.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
WAPIENICA,WA,PL,49.76833333333333,18.961116666666666,686.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
ZARZECZE,ZA,PL,49.74111666666667,19.196666666666665,544.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
ZAR,ZA,PL,49.78555,19.2375,674.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
ZIELONY KOPIEC,ZIKO,PL,49.64861666666667,19.006383333333332,994.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
ZERAN,ZE,PL,52.305,21.003616666666666,85.0,1,,,,,"Hotspot, Reliability 65%, irregular interval"
BYDGOSZCZ,BYZ,PL,53.098333333333336,17.971666666666668,67.0,9,,,,,"NAVAID, ID BYZ, Frequency 112.700/74X, Range 80 NM, Magnetic declination 5.860, Aligned to true north FALSE"
CEWICE,M,PL,54.421216666666666,17.797883333333335,149.0,10,,,,,"NAVAID, ID M, Frequency 423.000, Range 20 NM, Magnetic declination 6.242, Aligned to true north FALSE"
CEWICE,ML,PL,54.42745,17.840966666666667,169.0,10,,,,,"NAVAID, ID ML, Frequency 311.500, Range 20 NM, Magnetic declination 6.255, Aligned to true north FALSE"
CHOCIWEL,CHO,PL,53.47526666666667,15.33305,78.0,10,,,,,"NAVAID, ID CHO, Frequency 375.000, Range 40 NM, Magnetic declination 5.172, Aligned to true north FALSE"
CZAPLINEK,CZA,PL,53.50776666666667,16.301116666666665,142.0,9,,,,,"NAVAID, ID CZA, Frequency 117.000/117X, Range 80 NM, Magnetic declination 5.452, Aligned to true north FALSE"
CZEMPIN,CMP,PL,52.13346666666666,16.719166666666666,71.0,9,,,,,"NAVAID, ID CMP, Frequency 114.500/92X, Range 100 NM, Magnetic declination 5.395, Aligned to true north FALSE"
DARLOWO,S,PL,54.414633333333335,16.36863333333333,7.0,10,,,,,"NAVAID, ID S, Frequency 436.000, , Magnetic declination 5.823, Aligned to true north FALSE"
DARLOWO,DAR,PL,54.410266666666665,16.38805,9.0,9,,,,,"NAVAID, ID DAR, Frequency 114.200/89X, Range 100 NM, Magnetic declination 5.594, Aligned to true north FALSE"
DARLOWO,SA,PL,54.43225,16.396366666666665,5.0,10,,,,,"NAVAID, ID SA, Frequency 474.500, Range 30 NM, Magnetic declination 5.834, Aligned to true north FALSE"
DEBLIN,ND,PL,51.5415,21.918,112.0,10,,,,,"NAVAID, ID ND, Frequency 366.000, Range 20 NM, Magnetic declination 6.799, Aligned to true north FALSE"
DEBLIN,NE,PL,51.56075,21.866083333333332,117.0,10,,,,,"NAVAID, ID NE, Frequency 366.000, Range 3 NM, Magnetic declination 6.791, Aligned to true north FALSE"
DEBLIN,TDN,PL,51.5538,21.894466666666666,113.0,0,,,,,"NAVAID, ID TDN, Frequency 108.800/25X, , Magnetic declination 6.852, Aligned to true north FALSE"
DREZDENKO,DRE,PL,52.81693333333333,15.8325,27.0,9,,,,,"NAVAID, ID DRE, Frequency 115.300/100X, Range 80 NM, Magnetic declination 5.239, Aligned to true north FALSE"
DZIALYN,DIA,PL,53.07945,21.17555,150.0,9,,,,,"NAVAID, ID DIA, Frequency 117.950/126Y, Range 100 NM, Magnetic declination 6.710, Aligned to true north FALSE"
GDANSK,GZD,PL,54.387766666666664,18.425266666666666,121.0,9,,,,,"NAVAID, ID GZD, Frequency 116.100/108X, Range 100 NM, Magnetic declination 6.188, Aligned to true north FALSE"
GRUDZIADZ,GRU,PL,53.521116666666664,18.781383333333334,79.0,9,,,,,"NAVAID, ID GRU, Frequency 114.600/93X, Range 150 NM, Magnetic declination 6.147, Aligned to true north FALSE"
GŁUCHÓW GÓRNY,TBN,PL,51.27445,17.134166666666665,270.0,9,,,,,"NAVAID, ID TBN, Frequency 113.600/83X, Range 150 NM, Magnetic declination 5.395, Aligned to true north FALSE"
INOWROCLAW,NRD,PL,52.84475,18.364883333333335,72.0,10,,,,,"NAVAID, ID NRD, Frequency 444.000, Range 30 NM, Magnetic declination 6.148, Aligned to true north FALSE"
INOWROCLAW,NR,PL,52.8348,18.34375,70.0,10,,,,,"NAVAID, ID NR, Frequency 262.000, Range 30 NM, Magnetic declination 6.141, Aligned to true north FALSE"
IZBICA,IZB,PL,50.87748333333333,23.149433333333334,218.0,9,,,,,"NAVAID, ID IZB, Frequency 117.400/121X, Range 100 NM, Magnetic declination 6.750, Aligned to true north FALSE"
JĘDRZEJÓW,JED,PL,50.647216666666665,20.251116666666668,300.0,9,,,,,"NAVAID, ID JED, Frequency 115.600/103X, Range 100 NM, Magnetic declination 6.051, Aligned to true north FALSE"
KARNICE,KRN,PL,51.94638333333333,20.444716666666668,171.0,9,,,,,"NAVAID, ID KRN, Frequency 117.800/125X, Range 100 NM, Magnetic declination 6.315, Aligned to true north FALSE"
